measure,conv_edu_cell,mono_edu_cell
m_trust_general,0.24579948699850496,0.32120280841809534
m_trust_in_group,0.042866881133844875,0.07316342011500529
m_trust_out_group,0.20503130334291153,0.20983729953513272
m_trust_institution,-0.5084577081882341,-0.43208494370837713
m_trust_composite,-0.11867147301384122,-0.0760456036223656
m_noise,-0.13925715907500433,-0.0640949744582895
