measure,r_corr_min_gps_trust,r_corr_min_rule_of_law,r_corr_sign_gini_neg
m_trust_general,0.03235042450021863,0.40476663954341113,0.42187444520436623
m_trust_in_group,0.05725989747781901,0.18249393337163117,0.5096293390334099
m_trust_out_group,-0.0013031324768273955,0.35850084691361145,0.21997294410987636
m_trust_institution,0.16914177417212717,-0.42461265021299954,0.17506755823774026
m_noise,-0.07390909504380969,-0.29147785608348165,-0.2964138934588453
m_share_agriculture,-0.4170183209947529,-1.0063322388068472,-0.30180498736169015
