measure,conv_rule_of_law,disc_gini,conv_edu_hold
m_gps_trust,-0.17641465344518775,0.003542862821366094,-0.19706416379524583
m_trust_general,0.40476663954341113,0.42187444520436623,0.3068653537019153
m_trust_in_group,0.18249393337163117,0.5096293390334099,0.0976665237477175
m_trust_out_group,0.35850084691361145,0.21997294410987636,0.3286270914399085
m_trust_institution,-0.42461265021299954,0.17506755823774026,-0.5626023815042679
m_trust_composite,0.10476774996410387,0.4077388787819888,-0.05199093225296578
m_llm_trust_llama,0.47504973317507565,0.19662419946972573,0.2214169054244683
m_llm_trust_phi,0.36117328787880615,-0.158091734504482,0.05058995238474445
m_noise,-0.37387597048115295,-0.004826874755037541,-0.10169438394795519
