measure,conv_edu_cell,mono_edu_cell
m_trust_general,-0.17685380538233855,-0.13134149533500744
m_trust_in_group,-0.26840722757035784,-0.23335328513542186
m_trust_out_group,-0.2749894004417674,-0.22479427196934104
m_trust_institution,-0.6273687357208166,-0.552204393308033
m_trust_composite,-0.4737028482419085,-0.4143326431628568
m_llm_trust_llama,-0.0772674967958696,-0.0655371202657433
m_llm_trust_phi,0.14880752431337213,0.13263768187572658
m_noise,-0.17191154663712352,-0.11900664632351501
