unit_id,m_wvs_q13,m_wvs_q14,m_composite,m_noise,q275_cell,gps_patience_cell
ARG|F|18-24,1.81,1.72,1.252433093589328,0.27821898649058274,2.67,-0.017020624
ARG|F|25-34,1.7809523809523808,1.6095238095238096,0.2547196950581546,-0.3141200470729926,3.323809523809524,-0.15313862
ARG|F|35-44,1.7912087912087913,1.6153846153846154,0.3837667062449602,1.283400256874322,3.230769230769231,-0.24833728
ARG|F|45-54,1.8101265822784811,1.7468354430379747,1.4342663362439296,1.4098527816606685,2.8607594936708862,-0.3010481
ARG|F|55-64,1.7049180327868851,1.6721311475409837,0.012297650137836805,-0.3809673628939239,2.278688524590164,-0.3508143
ARG|F|65+,1.7073170731707317,1.7195121951219512,0.3523456260619637,1.5214043385503284,2.0609756097560976,-0.52124614
ARG|M|18-24,1.8478260869565217,1.7826086956521738,2.0044435034516885,0.2695271067069885,2.5760869565217392,0.06804057
ARG|M|25-34,1.8235294117647058,1.6666666666666667,1.011412851606533,-0.4812670942965501,3.0784313725490198,-0.048730478
ARG|M|35-44,1.7804878048780488,1.6585365853658536,0.5807468358186995,-0.8064525742106374,2.975609756097561,-0.1338728
ARG|M|45-54,1.7671232876712328,1.7808219178082192,1.2875758113769524,-0.9829378226724276,2.4657534246575343,-0.24391176
ARG|M|55-64,1.7285714285714286,1.6142857142857143,-0.1706901944347707,0.3179177884368353,2.442857142857143,-0.21415988
ARG|M|65+,1.7878787878787878,1.6363636363636365,0.49597011531641255,0.41632651197124537,2.3333333333333335,-0.37711158
AUS|F|18-24,1.8571428571428572,1.4285714285714286,-0.2985088653907395,1.338899683734812,4.571428571428571,1.0771183
AUS|F|25-34,1.7484662576687116,1.539877300613497,-0.4980503663474302,1.202665243704765,5.253086419753086,0.42195866
AUS|F|35-44,1.8048780487804879,1.4878048780487805,-0.3560567989030847,0.5093760773494698,5.425,0.7233833
AUS|F|45-54,1.7921348314606742,1.5674157303370786,0.06880011138063336,-0.830184164487704,5.045197740112994,0.8066883
AUS|F|55-64,1.8,1.5574468085106383,0.07035481773911145,1.1725496226106469,4.407894736842105,0.835857
AUS|F|65+,1.7466216216216217,1.6452702702702702,0.1956254396375059,-0.7364552843731773,3.6056338028169015,0.23611194
AUS|M|18-24,1.64,1.68,-0.5016831348371849,-0.6626995359068237,4.6,0.89384544
AUS|M|25-34,1.7384615384615385,1.5384615384615385,-0.5949633035795939,-0.4742378694098785,5.359375,0.90337473
AUS|M|35-44,1.8823529411764706,1.4705882352941178,0.20463764500286752,-0.5170642559567952,5.325301204819277,1.0133718
AUS|M|45-54,1.7346938775510203,1.5510204081632653,-0.543289161618168,0.5733817919397022,4.7555555555555555,0.85635304
AUS|M|55-64,1.794871794871795,1.5,-0.36131839926364573,-0.8050734177122048,4.805369127516778,0.74852973
AUS|M|65+,1.7985347985347986,1.575091575091575,0.17638976854363675,-0.2709188990865112,4.4319066147859925,0.6618519
BGD|F|18-24,1.7142857142857142,1.8979591836734695,1.6149883051711664,-0.07551908994555714,2.5547945205479454,0.21186933
BGD|F|25-34,1.8285714285714285,1.9142857142857144,2.7230795881143264,0.3147307374390882,1.7904761904761906,0.117035784
BGD|F|35-44,1.8045112781954886,1.8796992481203008,2.2800171097907986,-0.8469922267449197,1.4736842105263157,0.04581095
BGD|F|45-54,1.7424242424242424,1.9090909090909092,1.9357103125293564,1.359233294589526,0.8484848484848485,-0.047285654
BGD|F|55-64,1.7727272727272727,1.9772727272727273,2.659549685614498,-1.1986091129412249,1.0,-0.08853913
BGD|M|18-24,1.7411764705882353,1.8823529411764706,1.7447413946805819,-0.5836347951464274,2.4705882352941178,0.0643525
BGD|M|25-34,1.7520661157024793,1.8677685950413223,1.7416276484082918,0.3134984282617797,2.3884297520661155,0.08000088
BGD|M|35-44,1.7579617834394905,1.8598726114649682,1.7399418622099194,0.5636898185686897,1.7770700636942676,-0.0888433
BGD|M|45-54,1.7166666666666666,1.8916666666666666,1.5934048458938028,0.038714389666791665,1.7166666666666666,0.2265472
BGD|M|55-64,1.8072289156626506,1.819277108433735,1.8968293000516079,-0.7349884867568423,1.783132530120482,0.1733749
BGD|M|65+,1.6923076923076923,1.9230769230769231,1.592198324272916,-2.012334675707283,1.6153846153846154,0.05549508
BOL|F|18-24,1.7754237288135593,1.8771186440677967,2.0085955670933773,-2.0142562129862522,3.7468354430379747,0.027252605
BOL|F|25-34,1.8061224489795917,1.7993197278911566,1.752759481866169,0.2784093781268024,3.7804054054054053,-0.07154886
BOL|F|35-44,1.7777777777777777,1.8465608465608465,1.823358613690099,-0.8482232390862016,3.0748663101604277,-0.12746961
BOL|F|45-54,1.7899159663865547,1.865546218487395,2.057230071156418,0.4812068254979775,2.596638655462185,-0.11063454
BOL|F|55-64,1.725,1.8833333333333333,1.6100635049426157,0.9128753541676937,2.3949579831932772,-0.072607
BOL|F|65+,1.7375,1.8,1.158012745001486,-0.8306445262412196,1.6582278481012658,-0.25379
BOL|M|18-24,1.7816091954022988,1.7624521072796935,1.2903769241158067,0.8052684971275105,3.7061068702290076,0.33168375
BOL|M|25-34,1.7956521739130435,1.7695652173913043,1.460928549956411,-1.0373054716268355,4.181818181818182,0.26065326
BOL|M|35-44,1.7386363636363635,1.7954545454545454,1.1373252961732252,0.04075307681335422,3.6363636363636362,0.080545
BOL|M|45-54,1.7006802721088434,1.7414965986394557,0.4424393575900424,0.04160967712860771,3.1564625850340136,0.058028836
BOL|M|55-64,1.736,1.84,1.4142987767416737,0.016350642543875835,2.9206349206349205,0.102989174
BOL|M|65+,1.7317073170731707,1.8170731707317074,1.2224032482668277,-1.5288394129386633,2.3048780487804876,-0.23656584
BRA|F|18-24,1.8015267175572518,1.748091603053435,1.367617481794769,0.511399965164511,3.2222222222222223,-0.1333514
BRA|F|25-34,1.8854166666666667,1.6927083333333333,1.7272996959422846,1.3610012257857629,3.3403141361256545,-0.08817045
BRA|F|35-44,1.813953488372093,1.7732558139534884,1.6456217393909653,-0.5114452167285684,3.2093023255813953,-0.2930464
BRA|F|45-54,1.7891566265060241,1.7891566265060241,1.5361399341670343,0.5596658159466975,2.4634146341463414,-0.3097305
BRA|F|55-64,1.8741258741258742,1.8041958041958042,2.37951999138107,2.2924706926048106,2.5428571428571427,-0.57648486
BRA|F|65+,1.7833333333333334,1.8666666666666667,2.0072851468221433,-0.2649052981368186,1.7264957264957266,-0.52654797
BRA|M|18-24,1.892156862745098,1.6764705882352942,1.6768108033738713,2.022465910646211,3.4215686274509802,-0.10502878
BRA|M|25-34,1.782312925170068,1.7619047619047619,1.2928369038751728,0.08199678973696094,3.5273972602739727,-0.20268166
BRA|M|35-44,1.7724137931034483,1.7793103448275862,1.3236015814482183,-2.049186876824276,2.7943262411347516,-0.4074963
BRA|M|45-54,1.7985611510791366,1.8057553956834533,1.7300634104856645,1.5304275451151121,2.588235294117647,-0.29409707
